AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,AdvisoryPlatformCode,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d
,Fiduciary Services (FS),Morgan Stanley,149777,,,SMA Edge Small MidCap Dividend Income with MLPs,F00000OSQN,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,-,3.47905404,0.05201693,-0.02541169,0.02660524,,3.70145622,0.06489743,-0.04607897,0.01881846,,2.58905861,0.00142184,-1.294942,-1.29352016,,0,0,-0.283095,-0.283095,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Select UMA,Morgan Stanley,149777,,,SMA MidCap Equity,F00000MD3H,SMA Model-Only Contract,Model,MID GROWTH,MG,,2517,146.0051935,35.51610595,-7.60877501,27.90733094,,180.4236237,35.48034079,-6.17810673,29.30223406,,206.3199499,25.570961,-8.228332,17.342629,,297.4443716,31.8422313,-8.139785,23.7024463,,349.5402814,41.36515673,-10.92298809,30.44216864,,397.154982,39.44030004,-9.34664796,30.09365208,,447.7081614,35.403802,-10.59807,24.805732,,491.4712294,28.8429641,-14.483865,14.3590991,,515.1521885,37.64934459,-12.07131852,25.57802607,
,Fiduciary Services (FS),Morgan Stanley,149777,,,SMA MidCap Equity,F00000MD3H,SMA Single Contract,Trad,MID GROWTH,MG,,-,60.1203183,3.21979665,-3.9655774,-0.74578075,,59.20638747,0.89429808,-3.6011303,-2.70683222,,59.62242642,3.910608,-5.98283331,-2.07222531,,0.21126322,0.17778401,-0.40596126,-0.22817725,,0.22636301,0,0,0,,0,0,-0.232297,-0.232297,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Select UMA,Morgan Stanley,149777,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Model-Only Contract,Model,PREFERRED STOCK,RR,,2542,181.5873557,38.93083746,-11.82487853,27.10595893,,218.6013659,32.13892116,-8.23478789,23.90413327,,271.1888004,45.044961,-4.7582485,40.2867125,,554.8468668,57.15112168,-40.039957,17.11116468,,578.0485119,20.43382843,-28.03906154,-7.60523311,,633.018498,44.34542852,-13.64420593,30.70122259,,661.9337404,32.409557,-13.319957,19.0896,,678.1579405,20.7155888,-19.292547,1.4230418,,682.047335,31.37502784,-31.68511408,-0.31008624,
,Fiduciary Services (FS),Morgan Stanley,149777,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Single Contract,Trad,PREFERRED STOCK,RR,,-,314.0322124,4.28301047,-14.74452849,-10.46151802,,329.8732835,14.31654144,-8.64061513,5.67592631,,321.2209994,3.57948874,-15.57355015,-11.99406141,,3.66836558,2.46979131,-35.94388781,-33.4740965,,0,0.15,-3.919083,-3.769083,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Consulting and Evaluation Services (CES) DVP,Morgan Stanley,149777,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA DVP Contract,Trad,PREFERRED STOCK,RR,,2,6.91338676,0.725,-0.08218503,0.64281497,,7.9195749,0.35,0,0.35,,8.15143477,0.35,-0.14834885,0.20165115,,7.71093349,0,0,0,,8.1696553,0.00692496,0,0.00692496,,8.27846895,0,-0.188,-0.188,,8.31304174,0,-0.02122593,-0.02122593,,7.80199944,0,-0.545,-0.545,,7.7222458,0,-0.00912615,-0.00912615,
,Select UMA,Morgan Stanley,149777,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Model-Only Contract,Model,PREFERRED STOCK,RR,,769,64.70671281,19.0488098,-4.91202487,14.13678493,,91.11096676,22.989996,-2.1167798,20.8732162,,109.2327479,17.81684,-4.2275903,13.5892497,,219.5676168,21.4978658,-46.98026832,-25.48240252,,249.9424639,19.75849,-8.312691,11.445799,,263.8059633,13.044863,-8.059387,4.985476,,266.1881799,14.20396552,-13.568329,0.63563652,,262.8682924,6.278348,-13.91737706,-7.63902906,,255.8058262,12.00488809,-17.21669874,-5.21181065,
,Fiduciary Services (FS),Morgan Stanley,149777,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Single Contract,Trad,PREFERRED STOCK,RR,,-,161.1743577,3.01681906,-8.35964543,-5.34282637,,168.6985308,2.107452,-2.1041895,0.0032625,,165.2029587,1.96379421,-5.74878871,-3.7849945,,0,0.04017918,-11.75242221,-11.71224303,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Fiduciary Services (FS),Morgan Stanley,149777,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,REAL ESTATE,SR,,-,65.84948899,7.285313,-1.91581956,5.36949344,,61.21944222,0.087,-7.75094843,-7.66394843,,58.40304371,0.7,-2.27283664,-1.57283664,,0,0.35,-6.07122978,-5.72122978,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Outside Managed Program (OMS),Raymond James and Associates,705,,,SMA CCI Large Cap Growth Equity,PLCGROWTH,SMA Dual Contract,Dual,LARGE GROWTH,LG,,2,0.97210476,0,-0.00375,-0.00375,,0.94339154,0,-0.00362636,-0.00362636,,0.99343045,0,-0.00362636,-0.00362636,,0.89145014,0,-0.05362636,-0.05362636,,0.98216931,0,-0.00362636,-0.00362636,,0.96461985,0,-0.05965136,-0.05965136,,1.03267182,0,-0.00362636,-0.00362636,,0.90178463,0,-0.20572736,-0.20572736,,0.93589694,0,-0.00777736,-0.00777736,
,Outside Managed Program (OMS),Raymond James and Associates,705,,,SMA CCI Mid Cap Growth,PMCGROWTH,SMA Dual Contract,Dual,LARGE GROWTH,LG,,6,1.19,0,0,0,,1.24,0,0,0,,1.29,0,0,0,,1.26,0,0,0,,1.38,0,0,0,,1.43,0,0,0,,1.51,0,0,0,,1.61,0,0,0,,1.65,0,0,0,
,Freedom UMA and Model Delivery,Raymond James and Associates,705,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,MID GROWTH,MG,,23,0,0,0,0,,0,0,0,0,,11.701191,0,-0.039713,-0.039713,,10.584583,0.431633,-0.939978,-0.508345,,9.472137,0.000278,-1.666632,-1.666354,,8.807291,0.025,-0.98136,-0.95636,,7.771419,0,-1.07626,-1.07626,,7.58349,0.000066,-0.214303,-0.214237,,6.068404,0,-1.416722,-1.416722,
,Managed Account Program (MAP) T3,RBC Dain Rauscher,31194,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Dual Contract,Dual,DIVIDEND INOCME,TBD,,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,24.12207248,0,0,0,,23.80624792,0,-0.5,-0.5,,24.74299805,0,0,0,,25.61207653,0,0,0,,24.62800674,0,-0.1,-0.1,
,Consulting Solutions,RBC Dain Rauscher,31194,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,30,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0.54150352,0.340006,0,0.340006,,2.28906302,0.503102,-0.2091343,0.2939677,,5.88249885,4.245094,-0.41799269,3.82710131,
,Managed Account Program (MAP) T3,RBC Dain Rauscher,31194,,,SMA Edge Small MidCap Dividend Income with MLPs,F00000OSQN,SMA Dual Contract,Dual,DIVIDEND INOCME,TBD,,-,0,0,0,0,,0,0,0,0,,0,0,0,0,,23.514345,21.038098,0,21.038098,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Consulting Solutions,RBC Dain Rauscher,31194,,,SMA Edge Small MidCap Dividend Income with MLPs,F00000OSQN,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,8,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0.17770766,0.165582,0,0.165582,,1.08478588,0,-0.178936,-0.178936,,1.00527483,0.129635,-0.161864,-0.032229,
,Horizon,"Stifel, Nicolaus & Company, Incorporated",10690,,,SMA CCI Large Cap Growth Equity,PLCGROWTH,SMA Dual Contract,Dual,LARGE GROWTH,LG,,3,4.44254876,0,0,0,,4.32872655,0,0,0,,4.57167675,0,-0.0056,-0.0056,,0.87979957,0,-3.494694,-3.494694,,0.97331885,0,0,0,,1.01636376,0,0,0,,1.09211281,0,0,0,,1.16093395,0,-0.01,-0.01,,1.2166138,0,0,0,
,Managed Account Consulting (MAC),"UBS Financial Services, Inc.",8174,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Dual Contract,Dual,DIVIDEND INOCME,TBD,,6,11.67888551,6.984564,-0.01738137,6.96718263,,13.89103477,1.5189,-0.0880457,1.4308543,,16.71403518,1.8023,-0.02444931,1.77785069,,20.34608912,2.013,-0.13169221,1.88130779,,20.68071144,0.0057,-0.21096123,-0.20526123,,19.25237586,0.065301,-1.65521458,-1.58991358,,22.42055736,0.69551898,-0.04863323,0.64688575,,23.0298914,0.03600249,-0.0270734,0.00892909,,23.33353819,1.20682633,-0.20783879,0.99898754,
,Managed Account Consulting (MAC) T2,"UBS Financial Services, Inc.",8174,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Dual Contract,Dual,DIVIDEND INOCME,TBD,,-,2.54213667,0.1375,-0.0159,0.1216,,2.56854341,0,-0.1179,-0.1179,,2.72853946,0,-0.0159,-0.0159,,2.987764,0,-0.0106,-0.0106,,3.04142332,0,-0.0159,-0.0159,,0,0.0053,-3.016963,-3.011663,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Managed Account Consulting (MAC) T3,"UBS Financial Services, Inc.",8174,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Dual Contract,Dual,DIVIDEND INOCME,TBD,,2,26.40140944,0,-0.02478696,-0.02478696,,28.01142798,0,-0.02220971,-0.02220971,,29.99236218,0,-0.02278949,-0.02278949,,33.10168043,0.00392661,-0.01473429,-0.01080768,,33.95488991,0,0,0,,27.4903541,0.00451681,-6.5,-6.49548319,,28.61281103,0.0035505,-0.01051269,-0.00696219,,20.3681413,0.00240014,-9,-8.99759986,,17.73306461,0.00226703,-2.00289152,-2.00062449,
,Managed Account Consulting (MAC) DVP,"UBS Financial Services, Inc.",8174,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA DVP Contract,Trad,DIVIDEND INOCME,TBD,,1,11.63764927,0,-0.02280034,-0.02280034,,12.22778546,0,-0.02364768,-0.02364768,,12.97324105,0,0,0,,14.18502059,0,0,0,,13.92058062,0,-0.5,-0.5,,13.8854657,0,0,0,,14.32076465,0,0,0,,14.66639798,0,0,0,,14.07573072,0,0,0,
,Access,"UBS Financial Services, Inc.",8174,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,2966,467.4097864,30.7190333,-25.87470854,4.84432476,,525.0923623,50.78300022,-19.20724684,31.57575338,,634.1662553,91.1590809,-23.59488129,67.56419961,,744.4371215,67.6037224,-23.23057147,44.37315093,,834.2979668,102.035959,-31.46485048,70.57110848,,860.7066865,59.36933665,-37.17201395,22.1973227,,905.3307915,40.20279729,-29.50144252,10.70135477,,954.8023197,50.5882102,-32.37511891,18.21309129,,952.9391135,76.27540107,-44.22364361,32.05175746,
,Strategic Wealth Portfolio (SWP),"UBS Financial Services, Inc.",8174,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,904,130.8698998,10.70811552,-6.56927339,4.13884213,,138.2771212,9.40173217,-9.48830478,-0.08657261,,154.4478407,14.03126299,-6.29077122,7.74049177,,175.4515817,20.0715527,-12.23523262,7.83632008,,186.639749,27.67928881,-17.24952733,10.42976148,,189.1641404,12.95697875,-10.53284099,2.42413776,,201.9140107,12.21830137,-6.21732302,6.00097835,,208.358367,12.27957254,-11.98043293,0.29913961,,206.0308534,16.26630046,-8.99582423,7.27047623,
,Access,"UBS Financial Services, Inc.",8174,,,SMA Edge Small MidCap Dividend Income with MLPs,F00000OSQN,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,532,131.2745827,4.69960151,-8.10782895,-3.40822744,,140.9418049,7.31545797,-3.99610474,3.31935323,,155.9587051,6.94677669,-2.07316307,4.87361362,,172.9697383,10.60100062,-7.88422324,2.71677738,,187.4841936,15.99238114,-4.35037364,11.6420075,,178.3604607,10.02689337,-19.77053173,-9.74363836,,181.9347154,3.12985049,-6.94738948,-3.81753899,,184.9840423,4.47801621,-5.12453415,-0.64651794,,175.4632664,6.08278536,-7.6009673,-1.51818194,
,Strategic Wealth Portfolio (SWP),"UBS Financial Services, Inc.",8174,,,SMA Edge Small MidCap Dividend Income with MLPs,F00000OSQN,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,145,20.33267802,1.77545632,-1.20866846,0.56678786,,22.80551704,3.08927331,-1.80450049,1.28477282,,25.28696044,1.79773204,-0.6977329,1.09999914,,29.22993649,1.97951041,-0.63853223,1.34097818,,29.74013277,5.08306288,-5.21644646,-0.13338358,,29.69107205,2.21394131,-2.20588246,0.00805885,,31.34191875,1.35380672,-0.92799449,0.42581223,,31.62408025,0.8707568,-1.48191199,-0.61115519,,29.36013791,2.23745834,-3.20444698,-0.96698864,
,Strategic Wealth Portfolio (SWP),"UBS Financial Services, Inc.",8174,,,SMA MidCap Equity,F00000MD3H,SMA Single Contract,Trad,MID GROWTH,MG,,133,10.01130156,1.48167475,-1.23861793,0.24305682,,10.61071927,0.81348505,-0.54744166,0.26604339,,12.95074772,2.49698676,-0.50596631,1.99102045,,14.64419133,2.15219861,-0.39425248,1.75794613,,20.0788566,4.86319975,-0.54846551,4.31473424,,21.63525202,1.59110928,-0.98576235,0.60534693,,24.4465506,2.34796915,-0.78307953,1.56488962,,26.41986986,2.09926598,-1.03911359,1.06015239,,28.88101291,3.40427725,-0.79138639,2.61289086,
,Managed Account Consulting (MAC),"UBS Financial Services, Inc.",8174,,,SMA Short Duration,PSHORTDUR,SMA Dual Contract,Dual,SHORT DURATION BOND,CS,,-,1.11690277,1.103844,0,1.103844,,1.15492937,0,0,0,,1.18065816,0.00155208,0,0.00155208,,0,0,-0.00352443,-0.00352443,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Managed Account Consulting (MAC) T2,"UBS Financial Services, Inc.",8174,,,SMA Spectrum Offshore Preferred Securities,PPFDOFFSHORE,SMA Dual Contract,Dual,PREFERRED STOCK,RR,,-,0,0,0,0,,0.999908,1,0,1,,0.99817537,0,0,0,,0.94150303,0,0,0,,0,0,-0.97161,-0.97161,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Managed Account Consulting (MAC) T2,"UBS Financial Services, Inc.",8174,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Dual Contract,Dual,PREFERRED STOCK,RR,,-,2.37174327,0.083333,-0.21548312,-0.13215012,,2.28280446,0,-0.175144,-0.175144,,2.27258297,0,-0.017722,-0.017722,,2.09432229,0,-0.063833,-0.063833,,6.37950858,4.16,-0.019833,4.140167,,4.27567436,0.0045,-2.30199515,-2.29749515,,4.25313495,0,-0.05034412,-0.05034412,,4.22379812,0,-0.04474586,-0.04474586,,0,0,-4.193731,-4.193731,
,Access,"UBS Financial Services, Inc.",8174,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,PREFERRED STOCK,RR,,1945,501.6126749,23.60551877,-16.46433621,7.14118256,,546.2854413,43.98671062,-16.29431002,27.6924006,,573.2989314,50.5479013,-23.49623888,27.05166242,,529.662265,21.65632525,-31.68736774,-10.03104249,,533.3292533,15.37734538,-38.87014602,-23.49280064,,529.668504,18.90543547,-38.96220656,-20.05677109,,486.0777508,15.58641516,-60.38508818,-44.79867302,,495.124365,27.45493964,-18.59957765,8.85536199,,466.1011036,17.73858751,-40.10753038,-22.36894287,
,Strategic Wealth Portfolio (SWP),"UBS Financial Services, Inc.",8174,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,PREFERRED STOCK,RR,,252,78.69087439,12.40416389,-2.99006395,9.41409994,,81.87648347,4.45322963,-4.32961308,0.12361655,,79.40832192,4.85705194,-6.05622088,-1.19916894,,73.71761869,7.23789618,-8.23194891,-0.99405273,,80.82839482,15.38962507,-12.36915638,3.02046869,,79.31666882,1.54007727,-5.7350097,-4.19493243,,77.20489573,1.24874361,-3.7456366,-2.49689299,,75.39739815,1.96767293,-3.9871283,-2.01945537,,73.56111519,3.47068052,-4.43772114,-0.96704062,
,Strategic Wealth Portfolio (SWP),"UBS Financial Services, Inc.",8174,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Single Contract,Trad,PREFERRED STOCK,RR,,42,6.65864435,0.69241619,-0.76614429,-0.0737281,,8.75233777,2.03658121,-0.22205147,1.81452974,,7.20072784,0.62387537,-2.18986727,-1.5659919,,7.34149163,1.13679213,-0.36620958,0.77058255,,7.70364064,0.33183945,-0.38763944,-0.05579999,,7.86334545,0.18725657,-0.33184448,-0.14458791,,7.74194564,0.20209359,-0.34053202,-0.13843843,,8.31015422,0.78465633,-0.20550132,0.57915501,,8.80573903,1.24195723,-0.65450099,0.58745624,
,Access,"UBS Financial Services, Inc.",8174,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,REAL ESTATE,SR,,352,116.4293381,4.16396146,-2.75949177,1.40446969,,124.2347211,7.28462553,-4.43213951,2.85248602,,125.5436506,5.90619999,-2.97368471,2.93251528,,118.7885933,2.93960463,-4.44941805,-1.50981342,,121.3720137,12.48629568,-11.55096544,0.93533024,,113.0408564,7.46305484,-17.57206368,-10.10900884,,104.1292649,1.71066659,-11.63602386,-9.92535727,,108.6893553,6.4598284,-4.8257938,1.6340346,,87.88414319,3.8305542,-18.42907292,-14.59851872,
,Strategic Wealth Portfolio (SWP),"UBS Financial Services, Inc.",8174,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,REAL ESTATE,SR,,62,12.00753904,0.8256035,-1.17190194,-0.34629844,,13.59639878,1.69142155,-0.79477802,0.89664353,,13.56274972,0.8315687,-0.56870143,0.26286727,,12.25333794,0.29757324,-1.09593344,-0.7983602,,12.13631008,0.68952895,-0.9120183,-0.22248935,,12.24670432,0.48453149,-0.60854575,-0.12401426,,12.57479941,0.27165613,-0.08089759,0.19075854,,12.38080102,0.32876782,-0.931491,-0.60272318,,10.29937331,0.57896916,-2.00920953,-1.43024037,
,Masters and Select,Wells Fargo Advisors,11025,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,1057,75.85583194,3.88677624,-0.63454935,3.25222689,,87.11183174,9.41871772,-2.60654481,6.81217291,,132.9798996,40.55368929,-0.86129561,39.69239368,,168.6420715,22.56676761,-1.93539449,20.63137312,,218.5808795,51.14946396,-4.58181672,46.56764724,,227.6205029,29.19402745,-21.0206336,8.17339385,,247.1303863,9.30478507,-5.60362239,3.70116268,,265.8515489,17.35461836,-7.87234179,9.48227657,,253.1851882,16.78628657,-19.59663024,-2.81034367,
,Network,Wells Fargo Advisors,11025,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Dual Contract,Dual,DIVIDEND INOCME,TBD,,1,0.54,0,0,0,,0.57,0,0,0,,0.61,0,0,0,,0.67,0,0,0,,0.69,0,0,0,,0.69,0,0,0,,0.72,0,0,0,,0.74,0,0,0,,0.72,0,0,0,
,Diversified Managed Allocations (DMA single),Wells Fargo Advisors,11025,,,SMA Edge Small MidCap Dividend Income with MLPs,F00000OSQN,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,115,12.85082307,2.12822301,-0.67910907,1.44911394,,12.5694928,1.40149839,-2.43068483,-1.02918644,,21.83045713,8.33581217,-0.22138927,8.1144229,,32.75613897,9.51297195,-0.46386232,9.04910963,,40.04928408,7.73694973,-1.24234979,6.49459994,,42.13612101,2.86118911,-1.09213648,1.76905263,,44.57818895,3.87718541,-1.53818901,2.3389964,,43.77999391,0.65694369,-2.50501378,-1.84807009,,40.52282774,2.41608181,-3.60247983,-1.18639802,
,Masters and Select,Wells Fargo Advisors,11025,,,SMA Edge Small MidCap Dividend Income with MLPs,F00000OSQN,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,54,14.74804274,0.96308354,-0.3571795,0.60590404,,17.00907402,1.38854798,-0.0134725,1.37507548,,17.97497378,0.60163925,-0.5422515,0.05938775,,21.23835129,3.1729845,-2.0467312,1.1262533,,25.66120052,4.80872255,-1.05220876,3.75651379,,24.45088832,4.5470078,-5.69004429,-1.14303649,,15.87792687,0.104333,-2.58094334,-2.47661034,,14.63959869,0.81726495,-2.50810118,-1.69083623,,13.31823076,0.223241,-1.166712,-0.943471,
,Masters and Select: Model-Only,Wells Fargo Advisors,11025,,,SMA MidCap Equity,F00000MD3H,SMA Model-Only Contract,Model,MID GROWTH,MG,,603,167.720426,19.616736,-10.284945,9.331791,,202.22529,34.622304,-5.387594,29.23471,,210.473772,5.851348,-6.319509,-0.468161,,214.234671,8.483919,-5.621044,2.862875,,225.784111,14.629736,-18.891954,-4.262218,,240.242317,11.281915,-7.59694,3.684975,,257.07467,13.832731,-10.251359,3.581372,,265.320378,9.172878,-13.420959,-4.248081,,269.949249,13.817702,-7.918541,5.899161,
,Masters and Select: Model-Only,Wells Fargo Advisors,11025,,,SMA Small-Cap Value Equity,F00000MP0W,SMA Model-Only Contract,Model,SMALL CAP GROWTH,SG,,76,31.263538,16.778497,-1.814525,14.963972,,30.697672,0.881245,-2.511898,-1.630653,,30.460468,0.232633,-2.624363,-2.39173,,33.887761,0.384005,-0.372347,0.011658,,36.118226,7.748196,-5.738291,2.009905,,34.769051,0.978641,-1.7262,-0.747559,,34.730401,0.546843,-1.772887,-1.226044,,32.561929,3.295526,-6.659751,-3.364225,,30.413926,0.126634,-1.824201,-1.697567,
,Masters and Select: Model-Only,Wells Fargo Advisors,11025,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Model-Only Contract,Model,PREFERRED STOCK,RR,,938,313.023738,28.761576,-6.176286,22.58529,,343.16813,26.541585,-8.067771,18.473814,,435.946948,100.645105,-11.089414,89.555691,,412.775757,37.885281,-43.002164,-5.116883,,410.272894,7.405791,-29.791316,-22.385525,,417.853573,12.747359,-20.110992,-7.363633,,422.336618,17.452301,-16.794739,0.657562,,329.463541,8.359246,-103.195296,-94.83605,,317.421152,8.847431,-16.729376,-7.881945,
,Diversified Managed Allocations (DMA),Wells Fargo Advisors,11025,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Model-Only Contract,Model,PREFERRED STOCK,RR,,77,4.677671,1.161431,-0.031631,1.1298,,5.768126,1.276951,-0.393677,0.883274,,13.014409,7.141582,-0.128092,7.01349,,17.556822,11.318114,-6.332137,4.985977,,21.117257,5.094815,-2.540398,2.554417,,22.981056,3.224038,-2.186986,1.037052,,25.322486,2.390833,-0.228663,2.16217,,27.931157,4.173025,-2.217475,1.95555,,24.653987,4.118236,-7.112004,-2.993768,
,Masters and Select: Model-Only,Wells Fargo Advisors,11025,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Model-Only Contract,Model,PREFERRED STOCK,RR,,152,21.205736,7.840221,-0.048215,7.792006,,33.433937,11.411241,-0.385265,11.025976,,44.153177,12.674624,-1.986298,10.688326,,42.51427,4.967556,-4.013792,0.953764,,43.851837,0.960486,-1.983006,-1.02252,,45.118508,1.985962,-2.136049,-0.150087,,49.344294,12.358178,-8.332585,4.025593,,50.084269,4.477856,-3.86148,0.616376,,50.573426,3.387182,-2.349565,1.037617,
,Masters and Select,Wells Fargo Advisors,11025,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,REAL ESTATE,SR,,263,62.18964816,4.92194933,-1.48342135,3.43852798,,67.23838802,4.08739904,-2.3574026,1.72999644,,65.33593764,4.40729836,-6.72984515,-2.32254679,,63.3522977,2.29018368,-1.80400572,0.48617796,,63.81717896,2.37064929,-3.53825863,-1.16760934,,61.68720808,3.548314,-6.02625552,-2.47794152,,61.30024156,3.81329974,-4.90422526,-1.09092552,,62.53448417,1.685165,-2.45363586,-0.76847086,,74.91753227,23.09923067,-7.05900029,16.04023038,
,Strategic,Wells Fargo Investments,11025,,,SMA CCI Mid Cap Growth,PMCGROWTH,SMA Single Contract,Trad,MID GROWTH,MG,,-,2.77978252,0,-0.00247636,-0.00247636,,3.35770428,0.643696,-0.22722151,0.41647449,,3.50207926,0,-0.00231872,-0.00231872,,1.24441247,0,-2.21682288,-2.21682288,,0,0,-1.326481,-1.326481,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
